080058	???
0002CB	TriState Ltd.
0040DC	Tritec Electronic Gmbh
A0165C	Triteka LTD
A0C3DE	Triton Electronic Systems Ltd.
000D49	Triton Systems of Delaware, Inc.
A8EF26	Tritonwave
04E0C4	Triumph-               # TRIUMPH-ADLER AG
94ACCA	trivum technologies GmbH
0013C0	Trix Tecnologia Ltda.
0026A6	Trixell
0005C6	Triz Communications
00E0FA	TRL TECHNOLOGY, LTD.
BCAB7C	TRnP Korea Co Ltd
009066	Troika Networks, Inc.
E4A5EF	TRON LINK ELECTRONICS CO., LTD.
00C08D	Tronix Product Development
FCF8B7	TRONTEQ Electronic
00088B	Tropic Networks Inc.
001A90	Trópico Sistemas e Telecomunicações da Amazônia LTDA.
DCDC07	TRP Systems BV
2CA780	True Technologies Inc.
001C63	Truen
002627	Truesell
CC43E3	Trump s.a.
745798	TRUMPF Laser GmbH + Co. KG
001ABF	TRUMPF Laser Marking Systems AG
780ED1	Trumpf Werkzeugmaschinen GmbH+CoKG
0030B1	Trunknet
0012A3	Trust International B.V.
0011AB	TRUSTABLE TECHNOLOGY CO.,LTD.
000720	Trutzschler GmbH & Co. KG
00002A	Trw
60C980	Trymus
000259	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
5447D3	Tsat AS
0022ED	TSI Power Corporation
003020	TSI, Inc..
000564	Tsinghua Bitway Co., Ltd.
00503C	TSINGHUA NOVEL ELECTRONICS
00163D	Tsinghua Tongfang Legend Silicon Tech. Co., Ltd.
000493	Tsinghua Unisplendour Co., Ltd.
FC3CE9	Tsingtong Technologies Co, Ltd.
080077	TSL (now Retix)
745FAE	TSL PPL
E8516E	TSMART Inc.
380197	TSST Global,Inc
000922	TST Biometrics GmbH
001B36	Tsubata Engineering Co.,Ltd. (Head Office)
001B18	Tsuken Electric Ind. Co.,Ltd
00110E	Tsurusaki Sealand Transportation Co. Ltd.
F8C372	TSUZUKI DENKI
889676	TTC MARCONI s.r.o.
E0271A	TtcNext-               # TTC Next-generation Home Network System WG
349342	Tte Corp
001775	TTE Germany GmbH
EC4644	TTK SAS
8823FE	TTTech Computertechnik AG
147373	TUBITAK UEKAE
18C451	Tucson Embedded Systems
00805A	Tulip Computers International BV
30FAB7	Tunai Creative
00505C	TUNDO CORPORATION
0006D2	Tundra Semiconductor Corp.
0025FB	Tunstall Healthcare A/S
5C0BCA	Tunstall Nordic AB
009083	TURBO COMMUNICATION, INC.
000D17	Turbo Networks Co.Ltd
001996	TurboChef Technologies Inc.
00303F	TurboComm Tech Inc.
0030EB	TURBONET COMMUNICATIONS, INC.
E8FD90	Turbostor
0005E8	TurboWave, Inc.
C4693E	Turbulence Design Inc.
000746	TURCK, Inc.
50E0C7	TurControlSystme AG
0001B5	Turin Networks, Inc.
4C55B8	Turkcell Teknoloji
00906A	TURNSTONE SYSTEMS, INC.
1CF5E7	Turtle Industry Co., Ltd.
00C023	Tutankhamon Electronics
581FEF	Tuttnaer LTD
0021F1	Tutus Data AB
00169E	TV One Ltd
00228E	TV-NUMERIC
006081	TV/COM INTERNATIONAL
1027BE	Tvip
0023F2	Tvlogic
00803C	TVS ELECTRONICS LTD
0018AE	TVT CO.,LTD
00160B	TVWorks LLC
00170C	Twig Com Ltd.
0008CA	TwinHan Technology Co.,Ltd
004045	TWINHEAD CORPORATION
00012F	Twinhead International Corp
D81BFE	TWINLINX CORPORATION
000B9D	TwinMOS Technologies Inc.
0030CF	TWO TECHNOLOGIES, INC.
5821E9	Twpi
00C0E6	Txport
AC2DA3	TXTR GmbH
A0423F	Tyan Computer Corp
00E081	Tyan Computer Corp.
0022A7	Tyco Electronics AMP GmbH
0030A0	TYCO SUBMARINE SYSTEMS, LTD.
0021B0	Tyco Telecommunications
9C0DAC	Tymphany HK Limited
0014EF	TZero Technologies, Inc.
60D262	Tzukuri Pty Ltd
DC1D9F	U & B tech
68CD0F	U Tek Company Limited
D4CA6E	u-blox
6009C3	u-blox
CCF957	u-blox
6C1DEB	u-blox
0011E0	U-MEDIA Communications, Inc.
C46354	U-Raku, Inc.
001580	U-WAY CORPORATION
7CF95C	U.I. Lapp GmbH
00005E	U.S. Department of Defense (IANA)
0014C1	U.S. Robotics Corporation
107A86	U&U ENGINEERING INC.
001204	u10 Networks, Inc.
C4E17C	U2S co.
001593	U4EA Technologies Inc.
001ABC	U4EA Technologies Ltd
E4AB46	UAB Selteka
0CB937	Ubee Interactive Co, Ltd
647C34	Ubee Interactive Co, Ltd
6C38A1	Ubee Interactive Co, Ltd
000C9D	UbeeAirWalk, Inc.
001BA8	UBI&MOBI,.Inc
001729	Ubicod Co.LTD
947BBE	Ubicquia
0009FD	Ubinetics Limited
F42B48	Ubiqam
001639	Ubiquam Co., Ltd.
18E829	Ubiquiti Networks
F09FC2	Ubiquiti Networks
00156D	Ubiquiti Networks
0418D6	Ubiquiti Networks
E063DA	Ubiquiti Networks
24A43C	Ubiquiti Networks
B4FBE4	Ubiquiti Networks
DC9FDB	Ubiquiti Networks
44D9E7	Ubiquiti Networks
002722	Ubiquiti Networks
802AA8	Ubiquiti Networks
FCECDA	Ubiquiti Networks
7483C2	Ubiquiti Networks
788A20	Ubiquiti Networks
687251	Ubiquiti Networks
301518	Ubiquitous Communication Co. ltd.
9CB008	Ubiquitous Computing Technology Corporation
6C5E7A	Ubiquitous Internet Telecom Co., Ltd
000770	Ubiquoss Inc
70305D	Ubiquoss Inc
0011CE	Ubisense Limited
001A27	Ubistar
001FEE	ubisys technologies GmbH
004087	Ubitrex Corporation
FC946C	Ubivelox
001816	Ubixon Co., Ltd.
48F230	Ubizcore Co.,LTD
00149E	UbONE Co., Ltd
000F7F	UBSTORAGE Co.,Ltd.
001A78	Ubtos
001C66	UCAMP CO.,LTD
8C5D60	UCI Corporation Co.,Ltd.
00185A	uControl, Inc.
5CD41B	UCZOON Technology Co., LTD
004046	UDC RESEARCH LIMITED
000C4F	UDTech Japan Corporation
44AA27	udworks Co., Ltd.
001005	UEC COMMERCIAL
000FDC	Ueda Japan  Radio Co., Ltd.
ACBE75	Ufine Technologies Co.,Ltd.
E8C57A	Ufispace Co, Ltd
44EFCF	Ugene Solution Inc
00089D	UHD-Elektronik
000D16	UHS Systems Pty Ltd
000372	Ulan
54DF00	Ulterius Technologies, LLC
CCBDD3	Ultimaker B.V.
E8D483	ULTIMATE Europe Transportation Equipment GmbH
009051	ULTIMATE TECHNOLOGY CORP.
A47B85	ULTIMEDIA Co Ltd,
00194E	Ultra Electronics - TCS (Tactical Communication Systems)
00E06C	Ultra Electronics Command & Control Systems
009058	Ultra Electronics Command & Control Systems
18ABF5	Ultra Electronics Electrics
7C0623	Ultra Electronics Sonar System Division
0023FC	Ultra Stereo Labs, Inc
001BD2	ULTRA-X ASIA PACIFIC Inc.
000E97	Ultracker Technology CO., Inc
7830E1	UltraClenz, LLC
00D057	ULTRAK, INC.
001BC4	Ultratec, Inc.
001BE8	Ultratronik GmbH
380118	Ulvac, Inc
00102B	UMAX DATA SYSTEMS, INC.
001938	UMB Communications Co., Ltd.
00504E	UMC
34DD7E	Umeox Innovations Co, Ltd
000414	Umezawa Musen Denki Co., Ltd.
B4C810	UMPI Elettronica
001131	UNATECH. CO.,LTD
78EF4C	Unetconvergence Co., Ltd.
0001A7	UNEX TECHNOLOGY CORPORATION
0010A7	UNEX TECHNOLOGY CORPORATION
00DD01	Ungermann-Bass
00DD00	Ungermann-Bass
00DD08	Ungermann-Bass
00DD02	UNGERMANN-BASS INC.
00DD03	UNGERMANN-BASS INC.
00DD0A	UNGERMANN-BASS INC.
00DD04	UNGERMANN-BASS INC.
00DD05	UNGERMANN-BASS INC.
00DD0F	UNGERMANN-BASS INC.
00DD06	UNGERMANN-BASS INC.
00DD0E	UNGERMANN-BASS INC.
00BBF0	UNGERMANN-BASS INC.
00DD07	UNGERMANN-BASS INC.
00DD0D	UNGERMANN-BASS INC.
00DD0C	UNGERMANN-BASS INC.
00DD0B	UNGERMANN-BASS INC.
00DD09	UNGERMANN-BASS INC.
68E41F	Unglaube Identech GmbH
90505A	unGlue, Inc
009363	Uni-Link Technology Co., Ltd.
002431	Uni-v co.,ltd
ACB859	Uniband Electronic Corp,
081443	UNIBRAIN S.A.
9C7F57	Unic Memory Tech Co Ltd
348137	UNICARD SA
000AC7	Unication Group
0005E9	Unicess Network, Inc.
0011AA	Uniclass Technology, Co., LTD
000744	Unico, Inc.
183919	Unicoi Systems
00070A	Unicom Automation Co., Ltd.
A870A5	UniComm Inc.
00A0C3	UNICOMPUTER GMBH
002367	UniControls a.s.
E42FF6	Unicore communication Inc.
0050D8	UNICORN COMPUTER CORP.
00032A	UniData Communication Systems, Inc.
00E011	Uniden Corporation
80FFA8	Unidis
001EB4	UNIFAT TECHNOLOGY LTD.
0018D4	Unified Display Interface SIG
8895B9	Unified Packet Systems Crop
78870D	Unifiedgateways India Private Ltd
0030F0	Uniform Industrial Corp.
000208	Unify Networks, Inc.
001AE8	Unify Software and Solutions GmbH & Co. KG
002361	Unigen Corporation
280C28	Unigen DataStorage Corporation
00C0A4	Unigraf OY
001800	UNIGRAND LTD
0000DE	Unigraph
0008FE	UNIK C&C Co.,Ltd.
7C72E4	Unikey Technologies
001857	Unilever R&D
0023D0	Uniloc USA Inc.
00C047	Unimicro Systems Inc
0009F8	UNIMO TECHNOLOGY CO., LTD.
74373B	Uninet Co, Ltd
002379	Union Business Machines Co. Ltd.
000CB2	UNION co., ltd.
44F849	Union Pacific Railroad
3C0CDB	Unionman Tech Co, Ltd
A8BD3A	UNIONMAN TECHNOLOGY CO.,LTD
0019F0	UNIONMAN TECHNOLOGY CO.,LTD
84D9C8	Unipattern Co.,
002111	Uniphone Inc.
0024F2	Uniphone Telecommunication Co., Ltd.
001AC7	Unipoint
D01AA7	Uniprint
00608D	UNIPULSE CORP.
00069E	UNIQA, Inc.
0C130B	Uniqoteq Ltd.
0010F9	UNIQUE SYSTEMS, INC.
60E78A	Unisem
00901A	UNISPHERE SOLUTIONS
08000B	Unisys also Ascom-Timeplex (former Unisys subsidiary)
000092	Unisys, Cogent (both reported)
D88A3B	Unit-Em
00E05D	UNITEC CO., LTD.
98DCD9	UNITEC Co., Ltd.
001609	Unitech electronics co., ltd.
00C067	United Barcode Industries
000C94	United Electronic Industries, Inc. (EUI)
0011C2	United Fiber Optic Communication
0024EC	United Information Technology Co.,Ltd.
A02EF3	United Integrated Services Co., Led.
0006C0	United Internetworks, Inc.
0080B5	UNITED NETWORKS INC.
000EA8	United Technologists Europe Limited
90A210	United Telecoms Ltd
000A4E	UNITEK Electronics INC.
0CAC05	Unitend Technologies Inc.
001E5B	Unitron Company, Inc.
002466	Unitron nv
000D22	Unitronics LTD
080049	Univation
001837	Universal ABIT Co., Ltd.
000457	Universal Access Technology, Inc.
FC4463	Universal Audio, Inc
009095	UNIVERSAL AVIONICS
000579	Universal Control Solution Corp.
00C0D8	UNIVERSAL DATA SYSTEMS
90EED9	UNIVERSAL DE DESARROLLOS ELECTRÓNICOS, SA
0021B9	Universal Devices Inc.
D82477	Universal Electric Corp
582F42	Universal Electric Corporation
7091F3	Universal Electronics, Inc
00CC3F	Universal Electronics, Inc
8C3A7E	Universal Electronics, Inc
1C549E	Universal Electronics, Inc
F0B31E	Universal Electronics, Inc
E80FC8	Universal Electronics, Inc
48D0CF	Universal Electronics, Inc.
9CAC6D	Universal Electronics, Inc.
001CFD	Universal Electronics, Inc.
3499D7	Universal Flow Monitors, Inc.
70F395	Universal Global Scientific Industrial
CC52AF	Universal Global Scientific Industrial
4439C4	Universal Global Scientific Industrial
6C0B84	Universal Global Scientific Industrial
FC4DD4	Universal Global Scientific Industrial
3CE1A1	Universal Global Scientific Industrial
00247E	Universal Global Scientific Industrial
E02A82	Universal Global Scientific Industrial
402CF4	Universal Global Scientific Industrial
002713	Universal Global Scientific Industrial
E04F43	Universal Global Scientific Industrial
0010C6	Universal Global Scientific Industrial
001E37	Universal Global Scientific Industrial
083A88	Universal Global Scientific Industrial
001641	Universal Global Scientific Industrial
001A6B	Universal Global Scientific Industrial
0C3CCD	Universal Global Scientific Industrial
002186	Universal Global Scientific Industrial
0006A9	Universal Instruments Corp.
54D1B0	Universal Laser Systems, Inc
0026DA	Universal Media Corporation /Slovakia/ s.r.o.
0020F0	UNIVERSAL MICROELECTRONICS CO.
001FB8	Universal Remote Control, Inc.
000DA6	Universal Switching Corporation
00011C	Universal Talkware Corporation
002240	Universal Telecom S/A
9C2F73	Universal Tiancheng Tech (Beijing) Co, Ltd
00126D	University of California, Berkeley
D49C8E	University of FUKUI
C098E5	University of Michigan
E43C80	University of Oklahoma
EC2C49	University of Tokyo
008046	University of Toronto
00D015	UNIVEX MICROTECHNOLOGY CORP.
000FC2	Uniwell Corporation
000627	Uniwide Technologies, Inc.
00030D	Uniwill Computer Corp.
0003A7	Unixtar Technology, Inc.
00011B	Unizone Technologies, Inc.
8C4DB9	Unmonday Ltd
908FCF	UNO System Co., Ltd
2C002C	Unowhy
001FC8	Up-Today Industrial Co., Ltd.
002102	UpdateLogic Inc.
000F2C	Uplogix, Inc.
0000EA	UPNOD AB
70D880	Upos System sp. z o.o.
000670	Upponetti Oy
000263	UPS Manufacturing SRL
000867	Uptime Devices
508A42	Uptmate Technology Co., LTD
D4BF7F	Upvel
D08CFF	UPWIS AB
0015CC	UQUEST, LTD.
B08E1A	URadio Systems Co., Ltd
001516	URIEL SYSTEMS INC.
AC0142	Uriel Technologies SIA
001C87	Uriver Inc.
00D01A	URMET  TLC S.P.A.
001EE0	Urmet SpA
4846F1	Uros Oy
0012F9	URYU SEISAKU, LTD.
00C0ED	US Army Electronic Proving Ground
00240A	US Beverage Net
00114F	US Digital Television, Inc
00C049	US Robotics Total Control (tm) NETServer Card
A8D409	USA 111 Inc
80AAA4	Usag
0020EF	USC CORPORATION
001CB7	USC DigiArk Corporation
14942F	Usys Co, Ltd
0008F8	UTC CCS
00B019	UTC CCS
907EBA	UTEK TECHNOLOGY (SHENZHEN) CO.,LTD
00D039	UTILICOM, INC.
AC5E8C	Utillink
38262B	UTran Technology
00E08E	UTSTARCOM
48EE86	UTStarcom (China) Co.,Ltd
001BDA	UTStarcom Inc
0007BA	UTStarcom Inc
10C2BA	UTT Co., Ltd.
FC2FEF	UTT Technologies Co., Ltd.
00C087	UUNET Technologies Inc
002227	uv-electronic GmbH
001F52	UVT Unternehmensberatung fur Verkehr und Technik GmbH
000186	Uwe Disch
00225E	Uwin Technologies Co.,LTD
549A16	Uzushio Electric Co.,Ltd.
001429	V Center Technologies Co., Ltd.
001A84	V One Multimedia Pte Ltd
649B24	V Technology Co., Ltd.
000AA1	V V S Limited
00D0D4	V-BITS, INC.
0012C5	V-Show  Technology (China) Co.,Ltd
FC1BFF	V-ZUG AG
C05E6F	V. Stonkaus firma Kodinis Raktas
A0593A	V.D.S. Video Display Systems srl
00A0F7	V.I COMPUTER CORP.
380E7B	V.P.S. Thai Co., Ltd
002388	V.T. Telematica S.p.a.
E41C4B	V2 TECHNOLOGY, INC.
38F8B7	V2COM PARTICIPACOES S.A.
000DDC	Vac
7858F3	Vachen Co.,Ltd
002199	Vacon Plc
9046B7	Vadaro Pte Ltd
00133A	VadaTech Inc.
E0F379	Vaddio
0090B0	Vadem
CCEED9	VAHLE DETO GmbH
84C3E8	Vaillant GmbH
CC3080	VAIO Corporation
00D05F	VALCOM, INC.
000FF9	Valcretec, Inc.
00195F	Valemount Networks Corporation
000775	Valence Semiconductor, Inc.
F4044C	ValenceTech Limited
0404EA	Valens Semiconductor Ltd.
6C9AC9	Valentine Research, Inc.
8896F2	Valeo Schalter und Sensoren GmbH
001BDB	Valeo VECS
187C81	Valeo Vision Systems
000A19	Valere Power, Inc.
002504	Valiant Communications Limited
0090BA	VALID NETWORKS, INC.
306E5C	Validus Technologies
C87CBC	Valink Co., Ltd.
000544	Valley Technologies, Inc.
B05706	Vallox Oy
0040AA	Valmet Automation Inc
000A7D	Valo, Inc.
00134E	Valox Systems, Inc.
0C2755	Valuable Techologies Limited
001269	Value Electronics
001BF0	Value Platforms Limited
D4E08E	ValueHD Corporation
AC6FD9	Valueplus Inc.
001145	ValuePoint Networks
E0319E	Valve Corporation
001AD3	Vamp Ltd.
00256E	Van Breda B.V.
0005EE	Vanderbilt International (SWE) AB
002341	Vanderbilt International (SWE) AB
0008D5	Vanguard Networks Solutions, LLC
0016E4	VANGUARD SECURITY ENGINEERING CORP.
0050CF	VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE
001718	Vansco Electronics Oy
0014F9	Vantage Controls
001E99	Vantanol Industrial Corporation
18A4A9	Vanu Inc
000337	Vaone, Inc.
38F098	Vapor Stone Rail Systems
14780B	Varex Imaging Deutschland AG
00C05E	Vari-Lite Inc
006093	Varian
000702	Varian Medical Systems
B0AE25	Varikorea
F8DC7A	Variscite LTD
00803A	VARITYPER, INC.
844915	vArmour Networks, Inc.
F0D4F7	varram system
E0ED1A	vastriver Technology Co., Ltd
001630	Vativ Technologies
001D89	VaultStor Corporation
000F68	Vavic Network Technology, Inc.
0007DF	Vbrick Systems Inc.
000550	Vcomms Connect Limited
00D0E7	VCON TELECOMMUNICATION LTD.
00075F	VCS Video Communication Systems AG
00080C	VDA Elettronica spa
001C40	VDG-Security bv
C89F42	VDII Innovation AB
0007C6	VDS Vosskuhler GmbH
00028B	VDSL Systems OY
008041	VEB KOMBINAT ROBOTRON
001848	Vecima Networks Inc.
2046A1	VECOW Co., Ltd
001681	Vector Informatik GmbH
002236	VECTOR SP. Z O.O.
001B51	Vector Technology Corp.
001039	Vectron Systems AG
A090DE	VEEDIMS,LLC
1C959F	Veethree Electronics And Marine LLC
003087	VEGA GRIESHABER KG
887A31	Velankani Electronics Pvt. Ltd
080EA8	Velex s.r.l.
B0D2F5	Vello Systems, Inc.
00098D	Velocity Semiconductor
F08EDB	VeloCloud Networks
04DD4C	Velocytech
C035BD	Velocytech Aps
607688	Velodyne
646184	Velux
001BDC	Vencer Co., Ltd.
001A88	Venergy,Co,Ltd
6CAC60	Venetex Corp
002517	Venntis, LLC
001126	Venstar Inc.
C4D197	Ventia Utility Services
804B20	Ventilation Control
0050F7	VENTURE MANUFACTURING (SINGAPORE) LTD.
001537	Ventus Networks
000F5E	Veo
084656	Veo-Labs
001363	Verascape, Inc.
F85063	Verathon
CC262D	Verifi, LLC
A46011	Verifone
60C798	Verifone
000B4F	Verifone
A06A00	Verilink Corporation
002051	Verilink Corporation
00E075	Verilink Corporation
00A06A	Verilink Corporation
000D40	Verint Loronix Video Solutions
00079A	Verint Systems Inc
00D09D	VERIS INDUSTRIES
00229C	Verismo Networks Inc
000459	Veristar Corporation
080082	VERITAS SOFTWARE
001863	Veritech Electronics Limited
0004A0	Verity Instruments, Inc.
002218	Verivue Inc.
0013E9	VeriWave, Inc.
485D36	Verizon
1878D4	Verizon
20C047	Verizon
C8A70A	Verizon Business
948FEE	Verizon Telematics
E0A700	Verkada Inc
0018E1	Verkerk Service Systemen
000B19	Vernier Networks, Inc.
2CA02F	Veroguard Systems Pty Ltd
1866E3	Veros Systems, Inc.
A43A69	Vers Inc
AC4330	Versa Networks
003050	Versa Technology
0004BF	VersaLogic Corp.
0020D0	Versalynx Corp.
001DBD	Versamed Inc.
00E0D2	VERSANET COMMUNICATIONS, INC.
001CBA	VerScient, Inc.
004501	Versus Technology, Inc.
00183D	Vertex Link Corporation
5894CF	Vertex Standard LMR, Inc.
00254E	Vertex Wireless Co., Ltd.
0010F4	Vertical Communications
D069D0	Verto Medical Solutions, LLC
C8E1A7	Vertu Corporation Limited
3466EA	Vertu International Corp Ltd
0005C8	Verytech
002346	Vestac
CCD3C1	Vestel Elektronik San ve Tic. A.Åž.
7054B4	Vestel Elektronik San ve Tic. A.Åž.
486DBB	Vestel Elektronik San ve Tic. A.Ş.
0009DF	Vestel Komunikasyon Sanayi ve Ticaret A.S.
00907E	VETRONIX CORP.
3C912B	Vexata Inc
64808B	VG Controls, Inc.
000030	VG LABORATORY SYSTEMS LTD
00127B	VIA Networking Technologies, Inc.
004063	VIA TECHNOLOGIES, INC.
001FF2	VIA Technologies, Inc.
002519	Viaas Inc
B43E3B	Viableware, Inc
000282	ViaClix, Inc.
00B02D	ViaGate Technologies, Inc.
A07771	Vialis BV
001BE1	Vialogy
0012B5	Vialta, Inc.
0030A6	VIANET TECHNOLOGIES, LTD.
5C0038	Viasat Group S.p.A.
00A0BC	VIASAT, INCORPORATED
0007A1	VIASYS Healthcare GmbH
00E0DB	ViaVideo Communications, Inc.
A47ACF	VIBICOM COMMUNICATIONS INC.
000970	Vibration Research Corporation
00164A	Vibration Technology Limited
001E63	Vibro-Meter SA
000A18	Vichel Inc.
00908D	VICKERS ELECTRONICS SYSTEMS
006022	VICOM SYSTEMS, INC.
000668	Vicon Industries Inc.
001D35	Viconics Electronics Inc.
78D129	Vicos
008088	VICTOR COMPANY OF JAPAN, LTD.
D8BF4C	Victory Concept Electronics Limited
0020C9	VICTRON BV
000699	Vida Design Co.
EC219F	VidaBox LLC
00800C	VIDECOM LIMITED
3A0292	Video Electronics Standards Association
00A071	VIDEO LOTTERY TECHNOLOGIES,INC
0016F6	Video Products Group
001B95	VIDEO SYSTEMS SRL
0040B5	Video Technology Computers Ltd
00507C	VIDEOCON AG
002193	Videofon MV
000242	Videoframe Systems
E8DAAA	VideoHome Technology Corp.
001F92	VideoIQ, Inc.
00506D	VIDEOJET SYSTEMS
0018EE	Videology Imaging Solutions, Inc.
00254C	Videon Central, Inc.
60271C	Videor E. Hartig GmbH
0060CD	VideoServer, Inc.
B836D8	Videoswitch
0021A6	Videotec Spa
0004B3	Videotek, Inc.
000E88	VIDEOTRON CORP.
00099F	VIDEX INC.
000349	Vidicode Datacommunicatie B.V.
001DF0	Vidient Systems, Inc.
000B88	Vidisco ltd.
0002FE	Viditec, Inc.
087618	ViE Technologies Sdn. Bhd.
001008	VIENNA SYSTEMS CORPORATION
00D03C	Vieo, Inc.
B87424	Viessmann Elektronik GmbH
240B2A	Viettel Group
FC019E	Vievu
889166	Viewcooper Corp.
84EA99	Vieworks
000B14	ViewSonic Corporation
040EC2	ViewSonic Mobile China Limited
001A56	ViewTel Co,. Ltd.
00118A	Viewtran Technology Limited
4CF02E	Vifa Denmark A/S
448E81	Vig
0022DC	Vigil Health Solutions Inc.
D453AF	VIGO System S.A.
001D87	VigTech Labs Sdn Bhd
001498	Viking Design Technology
18E80F	Viking Electronics Inc.
006026	VIKING Modular Solutions
003045	Village Networks, Inc. (VNI)
006030	VillageTronic
BC8893	VILLBAU Ltd.
6CE4CE	Villiger Security Solutions AG
F47626	Viltechmeda UAB
FCBC9C	Vimar Spa
00168E	Vimicro corporation
00169F	Vimtron Electronics Co., Ltd.
006049	VINA TECHNOLOGIES
001756	Vinci Labs Oy
000D68	Vinci Systems, Inc.
000ADA	Vindicator Technologies
00245F	Vine Telecom CO.,Ltd.
000ECB	VineSys Technology
00D279	Vingroup Joint Stock Co
8C6AE4	Viogem Limited
001B97	Violin Technologies
0020D5	VIPA GMBH
F0EEBB	VIPAR GmbH
001430	ViPowER, Inc
0018CA	Viprinet GmbH
80B709	Viptela, Inc
00122B	Virbiage Pty Ltd
000265	Virditech Co. Ltd.
98CDB4	Virident Systems, Inc.
00E0C8	VIRTUAL ACCESS, LTD.
00240B	Virtual Computer Inc.
0013BE	Virtual Conexions
ACCAAB	Virtual Electric Inc
18922C	Virtual Instruments
3CF392	Virtualtek. Co. Ltd
0021E2	visago Systems & Controls GmbH & Co. KG
CC720F	Viscount Systems Inc.
0012C4	Viseon, Inc.
60D1AA	Vishal Telecommunications Pvt Ltd
000239	Visicom
000B4A	Visimetrics (UK) Ltd
00061F	Vision Components GmbH
4C1159	Vision Information & Communications
0011A1	VISION NETWARE CO.,LTD
00D03B	VISION PRODUCTS PTY. LTD.
001342	Vision Research, Inc.
B03D96	Vision Valley FZ LLC
000E14	Visionary Solutions, Inc.
0050FD	VISIONCOMM CO., LTD.
001C52	VISIONEE SRL
001DE4	Visioneered Image Systems
001E9F	Visioneering Systems, Inc.
003010	VISIONETICS INTERNATIONAL
000207	VisionGlobal Network Corp.
0026E6	Visionhitech Co., Ltd.
0009C6	Visionics Corporation
001AB3	VISIONITE INC.
2028BC	Visionscape Co,. Ltd.
94BA31	Visiontec da Amazônia Ltda.
00053F	VisionTek, Inc.
60F2EF	VisionVera International Co., Ltd.
000B4B	VISIOWAVE SA
00126C	Visonic Technologies 1993 Ltd.
002555	Visonic Technologies 1993 Ltd.
F4CD90	Vispiron Rotec GmbH
8CD3A2	VisSim AS
000948	Vista Control Systems, Corp.
0040C0	VISTA CONTROLS CORPORATION
0005D7	Vista Imaging, Inc.
FC35E6	Visteon corp
7CFC3C	Visteon Corporation
0CD9C1	Visteon Corporation
000993	Visteon Corporation
000A30	Visteon Corporation
000022	Visual Technology
ACBEB6	Visualedge Technology Co., Ltd.
0018E3	Visualgate Systems, Inc.
0012A2	Vita
0080A8	VITACOM CORPORATION
B008BF	Vital Connect, Inc.
00E043	Vitalcom
08007C	Vitalink
002587	Vitality, Inc.
0001D0	VitalPoint, Inc.
000BAE	Vitals System Inc.
4CA003	Vitec
A4ADB8	Vitec Group, Camera Dynamics Ltd
8801F2	Vitec System Engineering Inc.
1C7C45	Vitek Industrial Video Products, Inc.
0014C4	Vitelcom Mobile Technology
0014A3	Vitelec BV
0001C1	Vitesse Semiconductor Corporation
ACC73F	VITSMO CO., LTD.
48E1AF	Vity
0011DA	Vivaas Technology Inc.
0002A7	Vivace Networks
540536	Vivago Oy
B4E782	Vivalnk
A0F9E0	VIVATEL COMPANY LIMITED
000B33	Vivato Technologies
0002F5	VIVE Synergies, Inc.
00B0CE	Viveris Technologies
00D0C3	VIVID TECHNOLOGY PTE, LTD.
000989	VividLogic Inc.
5C2BF5	Vivint
84EB3E	Vivint Smart Home
A0FE61	Vivint Wireless Inc
000468	Vivity, Inc.
101212	Vivo International Corporation Pty Ltd
DC31D1	vivo Mobile Communication Co, Ltd
087F98	vivo Mobile Communication Co, Ltd
E013B5	vivo Mobile Communication Co, Ltd
0C20D3	vivo Mobile Communication Co, Ltd
EC7D11	vivo Mobile Communication Co, Ltd
1802AE	vivo Mobile Communication Co, Ltd
F4B7B3	vivo Mobile Communication Co, Ltd
08B3AF	vivo Mobile Communication Co, Ltd
F8E7A0	vivo Mobile Communication Co, Ltd
488764	vivo Mobile Communication Co, Ltd
946372	vivo Mobile Communication Co, Ltd
D8A315	vivo Mobile Communication Co, Ltd
3C86D1	vivo Mobile Communication Co, Ltd
B80716	vivo Mobile Communication Co, Ltd
D4BBC8	vivo Mobile Communication Co, Ltd
4CC00A	vivo Mobile Communication Co, Ltd
90ADF7	vivo Mobile Communication Co, Ltd
FCBE7B	vivo Mobile Communication Co, Ltd
70B7AA	vivo Mobile Communication Co, Ltd
34E911	vivo Mobile Communication Co, Ltd
90C54A	vivo Mobile Communication Co, Ltd
7047E9	vivo Mobile Communication Co, Ltd
386EA2	vivo Mobile Communication Co, Ltd
9CE82B	vivo Mobile Communication Co, Ltd
5C1CB9	vivo Mobile Communication Co, Ltd
283166	vivo Mobile Communication Co, Ltd
B40FB3	vivo Mobile Communication Co, Ltd
88F7BF	vivo Mobile Communication Co, Ltd
449EF9	vivo Mobile Communication Co, Ltd
94147A	vivo Mobile Communication Co, Ltd
808A8B	vivo Mobile Communication Co, Ltd
3CA581	vivo Mobile Communication Co, Ltd
70788B	vivo Mobile Communication Co, Ltd
3CA616	vivo Mobile Communication Co, Ltd
2CFFEE	vivo Mobile Communication Co, Ltd
309435	vivo Mobile Communication Co, Ltd
20F77C	vivo Mobile Communication Co, Ltd
0823B2	vivo Mobile Communication Co., Ltd.
